中央电视,#genre#,
四川卫视,http://101.66.199.65:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0,0.77s
广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,0.78s
三沙卫视,http://bztv.tvbus.cc:8081/cdnlive/ssws.m3u8,0.78s
江苏卫视,http://61.136.172.236:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.79s
海峡卫视,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:7E:2F:ED&stream=156424,0.79s
宁夏卫视,http://bztv.tvbus.cc:8081/cdnlive/nxws.m3u8,0.79s
江苏卫视,http://122.224.58.42:85/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.8s
云南卫视,http://101.66.199.252:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0,0.8s
内蒙古卫视,http://bztv.tvbus.cc:8081/cdnlive/nmgws.m3u8,0.8s
安徽卫视,http://116.77.33.98:44330/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0,0.8s
山东卫视,http://shijiazhuangjingshi-b.synology.me:8092/hls/27/index.m3u8,0.8s
四川卫视,http://bztv.tvbus.cc:8081/cdnlive/scws.m3u8,0.81s
陕西卫视,http://bztv.tvbus.cc:8081/cdnlive/snws.m3u8,0.81s
山东卫视,http://116.77.33.98:44330/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0,0.81s
黑龙江卫视,http://116.77.33.98:44330/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0,0.81s
辽宁卫视,http://116.77.33.98:44330/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0,0.81s
江西卫视,http://116.77.33.98:44330/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0,0.81s
东南卫视,http://101.66.199.252:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0,0.82s
山西卫视,http://bztv.tvbus.cc:8081/cdnlive/sxws.m3u8,0.82s
湖北卫视,http://116.77.33.98:44330/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0,0.82s
吉林卫视,http://116.77.33.98:44330/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0,0.82s
广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0,0.83s
深圳卫视,http://116.77.33.98:44330/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0,0.83s
南方卫视,http://116.77.33.98:44330/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0,0.83s
湖南卫视,http://116.77.33.98:44330/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0,0.83s
星空卫视,http://116.77.33.98:44330/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0,0.83s
旅游卫视,http://116.77.33.98:44330/tsfile/live/0114_1.m3u8?key=txiptv&playlive=0&authid=0,0.83s
四川卫视,http://116.77.33.98:44330/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0,0.83s
新疆卫视,http://122.224.58.42:85/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,0.84s
广东卫视,http://116.77.33.98:44330/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0,0.84s
江苏卫视,http://116.77.33.98:44330/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0,0.84s
浙江卫视,http://116.77.33.98:44330/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0,0.84s
陕西卫视,http://116.77.33.98:44330/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0,0.84s
河南卫视,http://116.77.33.98:44330/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0,0.84s
海峡卫视,https://cdn16.123.rr.kg/163189/hxws,0.85s
辽宁卫视,http://bztv.tvbus.cc:8081/cdnlive/lnws.m3u8,0.85s
深圳卫视,http://116.77.33.98:44330/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0,0.86s
贵州卫视,http://101.66.199.252:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0,0.87s
山东卫视,http://bztv.tvbus.cc:8081/cdnlive/sdws.m3u8,0.87s
江西卫视,http://bztv.tvbus.cc:8081/cdnlive/jxws.m3u8,0.89s
厦门卫视,http://107.150.60.122/live/xmws.m3u8,0.89s
西藏卫视,http://122.224.58.42:85/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0,0.9s
辽宁卫视,http://107.150.60.122/live/lnwshd.m3u8,0.9s
陕西卫视,http://107.150.60.122/live/snwshd.m3u8,0.9s
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub,0.92s
江苏卫视,http://bztv.tvbus.cc:8081/cdnlive/jsws.m3u8,0.93s
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub,0.94s
江西卫视,http://106.115.27.83:9901/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0,0.95s
湖北卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub,0.95s
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub,0.95s
四川卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=scwshd,0.95s
四川卫视,http://101.66.199.252:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0,0.98s
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub,0.98s
江西卫视,http://101.66.199.252:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0,1.0s
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8,1.01s
河北卫视,http://101.66.199.252:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0,1.02s
广西卫视,http://hmfs.f3322.net:3388/hls/27/index.m3u8,1.02s
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8,1.02s
河南卫视,http://101.66.199.252:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0,1.03s
安徽卫视,http://satellitepull.cnr.cn/live/wxahws/playlist.m3u8,1.03s
江苏卫视,http://218.13.170.98:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0,1.04s
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8,1.09s
湖北卫视,http://101.66.199.252:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0,1.11s
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8,1.12s
湖南卫视,http://8.138.7.223/tv/api.php?id=hnws4k,1.23s
山东卫视,http://218.13.170.98:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0,1.24s
黑龙江卫视,http://bztv.tvbus.cc:8081/cdnlive/hljws.m3u8,1.25s
湖南卫视,http://218.13.170.98:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0,1.27s
吉林卫视,http://bztv.tvbus.cc:8081/cdnlive/jlws.m3u8,1.27s
甘肃卫视,http://183.162.120.192:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0,1.28s
河南卫视,http://106.115.27.83:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0,1.29s
深圳卫视,http://bztv.tvbus.cc:8081/cdnlive/szws.m3u8,1.33s
湖南卫视,http://183.162.120.192:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,1.34s
河南卫视,http://219.140.5.55:1234/790187291,1.38s
贵州卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub,1.41s
东南卫视,http://xhyx.gz.cn:1698/hls/88/index.m3u8,1.49s
星空卫视,http://xhyx.gz.cn:1698/hls/35/index.m3u8,1.5s
辽宁卫视,http://122.224.58.42:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,1.51s
吉林卫视,http://122.224.58.42:85/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0,1.51s
深圳卫视4k,http://nn.7x9d.cn/深圳最新.php?id=szws4k,1.52s
浙江卫视,http://122.224.58.42:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,1.58s
江苏卫视,http://219.140.5.55:1234/623899368,1.58s
东方卫视,http://122.224.58.42:85/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,1.59s
山西卫视,http://183.162.120.192:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0,1.59s
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8,1.62s
辽宁卫视,http://182.207.218.233:999/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,1.66s
河北卫视,http://106.115.27.83:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0,1.67s
四川卫视,http://122.224.58.42:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,1.72s
安徽卫视,http://61.136.172.236:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0,1.73s
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,1.75s
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws,1.77s
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8,1.79s
海南卫视,http://106.115.27.83:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0,1.84s
浙江卫视,http://61.136.172.236:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,1.85s
海南卫视,http://207.56.13.146:81/cdnlive/lyws.m3u8,1.86s
安徽卫视,http://183.162.120.192:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0,2.13s
吉林卫视,http://219.140.5.55:1234/947472500,2.4s
广西卫视,http://106.115.27.83:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,2.5s
湖南卫视,http://61.136.172.236:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,2.77s
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,2.81s
东方卫视,http://61.136.172.236:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,2.93s
贵州卫视,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001184/index.m3u8?streamid=091bd59ea031989839c23459bb8cc9d4&streamkey=02BjlnRKVk4w1OimLNBUheOcwPFu2B6oL1pyXGnUypEwAWXSi5pA2M8vAAQNdTDwVOBg3wflpOJH2qUejFLrTdJs5UqkOuOhX0oeeOuZCXNP6xGvpxjLkvkGHVF&token=1775846394-f40678590315c3a3-0-795d5d8e9ef7cc7d142de1b17bf1df44,3.02s
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws,3.18s
山西卫视,http://119.39.9.8:9901/tsfile/live/0118_1.m3u8,4.47s

直辖市卫视,#genre#,
重庆社会与法,http://38.75.136.137:98/gslb/dsdqpub/cqds.m3u8?auth=testpub,0.12s
重庆新农村,http://38.75.136.137:98/gslb/dsdqpub/cqgg.m3u8?auth=testpub,0.12s
重庆重广融媒,http://38.75.136.137:98/gslb/dsdqpub/cqjc.m3u8?auth=testpub,0.12s
重庆汽摩,http://38.75.136.137:98/gslb/dsdqpub/cqqm.m3u8?auth=testpub,0.12s
重庆少儿,http://38.75.136.137:98/gslb/dsdqpub/cqse.m3u8?auth=testpub,0.12s
重庆红岩文化,http://38.75.136.137:98/gslb/dsdqpub/cqss.m3u8?auth=testpub,0.12s
重庆新闻,http://38.75.136.137:98/gslb/dsdqpub/cqxw.m3u8?auth=testpub,0.12s
重庆影视剧,http://38.75.136.137:98/gslb/dsdqpub/cqys.m3u8?auth=testpub,0.12s
重庆卫视,http://38.75.136.137:98/gslb/dsdqca/cqwshd.m3u8?auth=test20251009,0.12s
天津卫视,http://38.75.136.137:98/gslb/dsdqca/tjwshd.m3u8?auth=test20251009,0.12s
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8,0.13s
天津卫视,http://107.150.60.122/live/tjwshd.m3u8,0.13s
重庆文体娱乐,http://38.75.136.137:98/gslb/dsdqpub/cqyl.m3u8?auth=testpub,0.13s
重庆红叶,http://38.75.136.137:98/gslb/dsdqpub/cqkj.m3u8?auth=testpub,0.13s
北京卫视,http://107.150.60.122/live/bjwshd.m3u8,0.13s
北京卫视,http://192.151.150.154/live/bjwshd.m3u8,0.13s
北京卫视,http://198.204.228.26/live/bjwshd.m3u8,0.13s
重庆卫视,http://198.204.228.26/live/cqwshd.m3u8,0.13s
重庆卫视,http://192.151.150.154/live/cqwshd.m3u8,0.13s
天津卫视,http://198.204.228.26/live/tjwshd.m3u8,0.13s
天津卫视,http://107.150.60.122/live/tjwshd.m3u8,0.13s
北京衛視,https://0a73-927f-c5b9-8335.kylintv.tv/live/btvhd_iphone.m3u8,0.14s
北京卫视HD,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub,0.18s
天津卫视HD,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub,0.18s
天津新闻,http://38.75.136.137:98/gslb/dsdqpub/tjtv1.m3u8?auth=testpub,0.18s
天津体育,http://38.75.136.137:98/gslb/dsdqpub/tjtv5.m3u8?auth=testpub,0.18s
重庆卫视HD,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub,0.19s
北京纪实科教,http://38.75.136.137:98/gslb/dsdqpub/btv3.m3u8?auth=testpub,0.19s
北京卡酷少儿,http://38.75.136.137:98/gslb/dsdqpub/btvkk.m3u8?auth=testpub,0.19s
上海都市HD,http://38.75.136.137:98/gslb/dsdqpub/shylhd.m3u8?auth=testpub,0.19s
天津文艺,http://38.75.136.137:98/gslb/dsdqpub/tjtv2.m3u8?auth=testpub,0.19s
天津影视,http://38.75.136.137:98/gslb/dsdqpub/tjtv3.m3u8?auth=testpub,0.19s
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub,0.19s
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009,0.19s
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub,0.19s
天津体育,http://38.75.136.137:98/gslb/dsdqpub/tjtv5.m3u8?auth=testpub,0.19s
上海新闻HD,http://38.75.136.137:98/gslb/dsdqpub/shxwhd.m3u8?auth=testpub,0.2s
重庆卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cqwshd,0.2s
天津卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=tjwshd,0.2s
刘德华《2011年中国巡回演唱会 上海站 完整版》,https://vd4.bdstatic.com/mda-pa4a49uy4h0r7wn4/576p/h264/1672903079005864993/mda-pa4a49uy4h0r7wn4.mp4,0.24s
刘德华《巡回演唱会上海站 高清完整版》八万人大合唱,https://vd2.bdstatic.com/mda-nmedfmpuhx9k86xn/576p/h264/1671098620160374576/mda-nmedfmpuhx9k86xn.mp4,0.25s
北京青年,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=btv8&videoTVChannel=btv8&P2PChannelID=pd://cctv_p2p_hdbtv8&tai=btv8&VideoName=btv8&channelID=btv8,0.29s
邓紫棋《2015年XXX北京演唱会 完整版》,https://vd2.bdstatic.com/mda-nmmdn9c6wfb058fg/576p/h264/1671702121121048555/mda-nmmdn9c6wfb058fg.mp4,0.32s
张靓颖《2015 中国巡回演唱会 北京站 完整版》,https://vd2.bdstatic.com/mda-pa75yhuj2fm0mt8m/576p/h264/1673151621612626340/mda-pa75yhuj2fm0mt8m.mp4,0.36s
李宇春《2016野蛮生长演唱会 重庆站 完整版》,https://vd2.bdstatic.com/mda-pa66z25sfybxrtnb/360p/h264/1673067794659521040/mda-pa66z25sfybxrtnb.mp4,0.38s
李宇春《2018年 “流行”演唱会 北京站 完整版》,https://vd4.bdstatic.com/mda-pa6ai2q6tnihvw1a/576p/h264/1673076887061763198/mda-pa6ai2q6tnihvw1a.mp4,0.38s
北京卫视,http://47.103.208.165:1234/630287636,0.48s
重庆卫视,http://47.103.208.165:1234/738910914,0.48s
上海新闻综合,http://14.153.176.108:1234/651632657,0.48s
北京卫视,http://101.66.199.65:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0,0.49s
北京卫视,http://101.66.199.252:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0,0.49s
北京卫视,http://101.66.199.253:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0,0.49s
上海新闻综合,http://47.103.208.165:1234/651632657,0.49s
上海第一财经,http://14.153.176.108:1234/608780988,0.49s
北京卫视,http://bztv.tvbus.cc:8081/cdnlive/bjws.m3u8,0.5s
重庆卫视,http://bztv.tvbus.cc:8081/cdnlive/cqws.m3u8,0.5s
天津卫视,http://124.90.45.52:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0,0.5s
重庆卫视,http://124.90.45.52:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,0.5s
重庆卫视,http://222.134.19.49:8090/738910914,0.5s
北京卫视,http://116.147.106.102:1234/630287636,0.5s
上海新闻综合,http://116.147.106.102:1234/651632657,0.5s
上海第一财经,http://47.103.208.165:1234/608780988,0.5s
上海第一财经,http://116.147.106.102:1234/608780988,0.5s
重庆卫视,http://222.142.93.132:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
天津卫视,http://222.142.93.132:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
天津卫视,http://183.162.120.192:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
天津卫视,http://125.42.150.8:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
上海卫视,http://124.90.45.52:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
北京卫视,http://124.90.45.52:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
上海第一财经,http://222.134.19.49:8090/608780988,0.51s
北京卫视,http://223.83.177.142:1234/630287636,0.51s
重庆卫视,http://116.147.106.102:1234/738910914,0.51s
上海新闻综合,http://219.140.5.55:1234/651632657,0.51s
上海第一财经,http://223.83.177.142:1234/608780988,0.51s
北京卫视,http://218.13.170.98:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
天津卫视,http://183.162.120.192:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
天津卫视,http://218.13.170.98:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
天津卫视,http://125.42.151.164:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
北京卫视,http://222.134.19.49:8090/630287636,0.52s
上海新闻综合,http://222.134.19.49:8090/651632657,0.52s
上海新闻综合,http://223.83.177.142:1234/651632657,0.52s
北京卫视,http://183.162.120.192:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
北京卫视,http://222.142.93.132:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
北京卫视,http://183.162.120.192:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
重庆卫视,http://223.83.177.142:1234/738910914,0.53s
上海新闻综合,http://43.226.36.47:7788/651632657,0.53s
北京新闻,https://satellitepull.cnr.cn/live/wxbjxwgb/playlist.m3u8,0.54s
上海第一财经,http://219.140.5.55:1234/608780988,0.54s
重庆卫视,http://183.162.120.192:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,0.55s
重庆卫视,http://43.226.36.47:7788/738910914,0.55s
重庆卫视,http://219.140.5.55:1234/738910914,0.55s
上海第一财经,http://43.226.36.47:7788/608780988,0.55s
天津卫视,http://122.224.58.42:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
天津卫视,http://bztv.tvbus.cc:8081/cdnlive/tjws.m3u8,0.56s
北京卫视,http://219.140.5.55:1234/630287636,0.56s
北京卫视,http://122.224.58.42:85/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0,0.57s
重庆卫视,http://122.224.58.42:85/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,0.58s
重庆卫视,http://182.207.218.233:999/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,0.58s
北京卫视,http://182.207.218.233:999/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0,0.59s
重庆卫视,http://101.66.199.253:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0,0.59s
天津卫视,http://182.207.218.233:999/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0,0.59s
北京卫视,http://43.226.36.47:7788/630287636,0.59s
重庆卫视,http://61.136.172.236:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,0.65s
天津卫视,http://61.136.172.236:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0,0.67s
重庆卫视,http://101.66.199.65:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0,0.71s
重庆卫视,http://116.77.33.98:44330/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0,0.83s
天津体育,http://ak.cj022.com:10080/hls/6/index.m3u8,0.83s
天津卫视,http://116.77.33.98:44330/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0,0.84s
北京卫视,http://116.77.33.98:44330/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0,0.86s
上海卫视,http://116.77.33.98:44330/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0,0.86s
北京卡酷少儿,http://107.150.60.122/live/btvkk.m3u8,0.87s
重庆卫视,http://101.66.199.252:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0,0.9s
天津教育,http://38.75.136.137:98/gslb/dsdqpub/tjtv6.m3u8?auth=testpub,0.94s
天津都市,http://38.75.136.137:98/gslb/dsdqpub/tjtv4.m3u8?auth=testpub,0.95s
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub,0.95s
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8,1.01s
重庆卫视,http://183.162.120.192:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,1.64s
北京卫视,http://61.136.172.236:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0,1.79s
重庆卫视,http://218.13.170.98:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0,2.22s

港澳台,#genre#,
TVB新闻,https://cdn6.cc.cd/163189/wxxw,0.05s
无线新闻台,https://cdn6.cc.cd/163189/wxxw,0.05s
华视,http://4gtv.cnlive.club/channel/n721fc25a/index.m3u8?q=1782639885837,0.07s
民视台湾台,http://4gtv.cnlive.club/channel/nce5d867/index.m3u8?q=1782639885837,0.07s
民视综艺台,http://4gtv.cnlive.club/channel/nc46cff5/index.m3u8?q=1782639885837,0.07s
中天新闻台,http://4gtv.cnlive.club/channel/3824d067/index.m3u8?q=1782639885837,0.07s
TVB娱乐新闻台,https://cdn6.cc.cd/163189/ylxw,0.07s
凤凰卫视,https://cdn6.cc.cd/163189/fhzw,0.07s
澳门综艺,https://cdn6.cc.cd/163189/amzy,0.07s
凤凰资讯,https://cdn6.cc.cd/163189/fhzx,0.07s
TVB娱乐新闻台,https://cdn6.cc.cd/163189/ylxw,0.07s
TVB星河,https://cdn6.cc.cd/163189/tvbxh,0.07s
TVBS新聞,http://4gtv.cnlive.club/channel/n1ea96b20/index.m3u8?q=1782639885837,0.07s
中天新聞台,http://4gtv.cnlive.club/channel/3824d067/index.m3u8?q=1782639885837,0.07s
TVB亚洲武侠,https://cdn6.cc.cd/163189/yzwx,0.08s
澳视澳门,https://cdn6.cc.cd/163189/asam,0.08s
澳门体育,https://cdn6.cc.cd/163189/amty,0.08s
澳门莲花,https://cdn6.cc.cd/163189/amlh,0.08s
凤凰香港,https://cdn6.cc.cd/163189/fhhk,0.08s
TVB亚洲武侠,https://cdn6.cc.cd/163189/yzwx,0.08s
中天新聞台,https://ed6e-f4b7-af48-6d55.kylintv.tv/live/cti_iphone.m3u8,0.09s
东森财经新闻,http://4gtv.cnlive.club/channel/57ce2e74/index.m3u8?q=1782639885837,0.09s
